ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],15,11,52
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],21,10,40
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],6,26,27
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],7,38,30
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],9,21,41
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],9,48,38
VAR;[[CLOSE_PRICE]],52,0.44
VAR;[[CLOSE_PRICE]],52,0.72
VAR;[[CLOSE_PRICE]],70,0.22
VAR;[[CLOSE_PRICE]],71,0.46
WILLR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],7
